energy,absorbprob,x,y
1000.0,1.0,0.0032050855455928407,-0.002895250321450418
1002.9002900290029,1.0,0.00045419718696733304,0.005477334559186573
1005.8005800580058,1.0,0.00028833195220395475,-0.005059645096955339
1008.7008700870088,1.0,-0.005806861234062793,-0.002515116441725498
1011.6011601160116,1.0,0.004539484114105698,0.0027263596952576694
1014.5014501450145,1.0,-0.002493151876652839,0.004033257646628325
1017.4017401740174,1.0,-0.005023904970857343,0.004106023861056465
1020.3020302030203,1.0,-0.0014891212462723319,-0.00307558547137902
1023.2023202320232,1.0,0.0009198667861625587,0.0018591386761672235
1026.102610261026,1.0,0.00513430080715938,0.0017652174920091872
1029.002900290029,1.0,0.0011285078717571092,-0.004428694374069496
1031.9031903190319,1.0,0.005035694490666755,0.0013035115016101712
1034.8034803480348,1.0,0.0025715251252425653,0.002000900389182607
1037.7037703770377,1.0,0.0007139153481524694,0.005425983172096951
1040.6040604060406,1.0,-0.0017321459045278233,0.0022308207245568196
1043.5043504350435,1.0,-0.0011696474282735037,-0.00421827668546928
1046.4046404640465,1.0,-0.004988314010545882,-0.0055811407628933545
1049.3049304930494,1.0,0.0019752327930919475,-0.005720971392382575
1052.2052205220523,1.0,0.0015956614909105448,0.0003153619991740882
1055.1055105510552,1.0,0.004634019764732013,0.00401780470899406
1058.005800580058,1.0,0.0002624095802991446,0.0021416527254483507
1060.9060906090608,1.0,-0.001835939923005652,-0.001179918302598372
1063.8063806380637,1.0,0.003772550892485081,-0.0004497408390460606
1066.7066706670666,1.0,-0.0050987544592495946,-5.633096383220876e-5
1069.6069606960696,1.0,-0.0023903248435971844,-0.002073780828743551
1072.5072507250725,1.0,0.0026464491965114975,0.0003575917557357448
1075.4075407540754,1.0,-0.0015343170530274577,0.0017245073800239803
1078.3078307830783,1.0,-0.003096028428831529,0.004270629132599479
1081.2081208120812,1.0,0.0012143081471466203,-0.005100424950395044
1084.1084108410842,1.0,0.0025126055856754164,0.00586779414783565
1087.008700870087,1.0,0.001007045319215351,-0.0014766218048422597
1089.90899089909,1.0,-0.0014826182337725558,0.001693190187434689
1092.809280928093,1.0,-0.005391188082947229,-0.0027570833639579606
1095.7095709570958,1.0,0.0033987321224511645,-0.002658108821831253
1098.6098609860985,1.0,-0.0007055768924968311,-0.0009116677955204495
1101.5101510151014,1.0,-0.005041025951619512,0.0019856699263436127
1104.4104410441043,1.0,-0.001297174622972512,0.00034371444456844213
1107.3107310731073,1.0,-0.0012968458478669022,-0.0011772984051057409
1110.2110211021102,1.0,-0.0009224985588842226,0.005681230125812211
1113.111311131113,1.0,0.002923180249746104,-0.0013541187592926206
1116.011601160116,1.0,-0.003372746430237653,0.005452327862031256
1118.911891189119,1.0,-0.004036435087515719,-0.005513984566391184
1121.8121812181219,1.0,0.004907365247751005,-0.0028826064447015423
1124.7124712471248,1.0,0.0017808878137302083,0.002930080760260383
1127.6127612761277,1.0,-0.0036628590278489663,0.004600741927454684
1130.5130513051306,1.0,0.0035799186504793202,0.004341805621109537
1133.4133413341335,1.0,-0.004192330773073004,0.002001052816033854
1136.3136313631362,1.0,0.001683852636994278,-0.004725069814115767
1139.2139213921391,1.0,0.003675816764626967,0.005147861544848648
1142.114211421142,1.0,-0.005697312842556775,0.004735316789980653
1145.014501450145,1.0,-0.004635004483273648,0.005122636452339935
1147.9147914791479,1.0,-0.0010601049828658478,-0.00010326580008489846
1150.8150815081508,1.0,0.002192545111860408,-0.0038598593505571924
1153.7153715371537,1.0,-0.0026887028509956007,-0.0034773001016284283
1156.6156615661566,1.0,0.00040863190361435046,-0.0018468259130966893
1159.5159515951595,1.0,-0.0037385780264845682,0.0011266026573752887
1162.4162416241625,1.0,0.001074787994023111,0.003994736437697598
1165.3165316531654,1.0,0.0008313693704374032,0.0014584868443031588
1168.2168216821683,1.0,-0.005948663120010552,0.003622786855399623
1171.1171117111712,1.0,0.0019414787790417208,-0.002343472521235612
1174.017401740174,1.0,0.003381934468506545,0.004172892776126635
1176.9176917691768,1.0,-0.0015927610592844175,0.0010648248719592216
1179.8179817981797,1.0,-0.0006269230557894873,0.005106619879308902
1182.7182718271827,1.0,0.0058795194670546785,0.0024450400608743246
1185.6185618561856,1.0,-0.005300697502047537,0.0020929130452046916
1188.5188518851885,1.0,0.0052844803002784,-0.0033663246677887847
1191.4191419141914,1.0,0.004711272257258577,-0.005858259245563775
1194.3194319431943,1.0,-0.004959783975307575,0.005102561389071738
1197.2197219721972,1.0,-0.002856959952191748,-0.004076664800612834
1200.1200120012002,1.0,0.002538996790963745,0.004780691518469895
1203.020302030203,1.0,0.0011397046443808734,0.004301289434730301
1205.920592059206,1.0,0.0006714639634563258,0.004757995292336275
1208.820882088209,1.0,-0.0030648918493193043,0.0030144684507710596
1211.7211721172116,1.0,-0.0014384885037836415,0.002972586101082469
1214.6214621462145,1.0,-0.00532469894087495,0.0011566470086571004
1217.5217521752174,1.0,-0.0017685873608486212,0.0010173954729426138
