Energy,T,X,Y
1000.0,1.0,0.004441485461383944,0.005574719935052127
1009.9009900990098,1.0,0.002701311876829377,0.0009987045789967433
1019.8019801980198,1.0,-0.0008977152323046992,7.304872535105877e-5
1029.7029702970297,1.0,0.0008122202444031147,-0.002118306913406436
1039.6039603960396,1.0,0.005093079564355517,-0.002331231474269418
1049.5049504950496,1.0,-0.005454770702631298,-0.004464188752341702
1059.4059405940593,1.0,0.00052531366037337,-0.005488898112331034
1069.3069306930693,1.0,0.002722520577513301,0.0058617761560281366
1079.2079207920792,1.0,0.0018089021785287433,-0.00019367125029942384
1089.1089108910892,1.0,-0.004005207760931844,0.004257315163088298
1099.009900990099,1.0,0.005346507087517047,0.0006984019875806591
1108.9108910891089,1.0,0.0026992305823699157,-0.0038417131009548773
1118.8118811881188,1.0,-0.005310393216501224,0.0011015767951081347
1128.7128712871288,1.0,-0.005332543517394076,0.003443422888115613
1138.6138613861385,1.0,-0.003770820250694891,-0.005264430086575049
1148.5148514851485,1.0,-0.0040808916821693285,0.0029094871599893825
1158.4158415841584,1.0,0.0021364093811149657,0.0017794236286399236
1168.3168316831684,1.0,0.0007707470097800201,0.0031577940395028153
1178.2178217821781,1.0,-0.0013287629524735963,-0.00532691155091501
1188.118811881188,1.0,0.0005399185544951533,-0.003749610270744964
1198.019801980198,1.0,0.00342958791222902,0.005090258638119983
1207.920792079208,1.0,-0.0013910876454773105,0.000754760200514161
1217.8217821782177,1.0,0.003497752885980843,-0.0052426747323793986
1227.7227722772277,1.0,0.0004677564758183558,0.004633007274097672
1237.6237623762377,1.0,0.004523789103720372,-0.0025367434288585742
1247.5247524752476,1.0,0.004494808331342178,-0.00337568910763218
1257.4257425742574,1.0,-0.0012010870240746277,-0.0003466108461589526
1267.3267326732673,1.0,0.002251712078251248,-0.003881074120999273
1277.2277227722773,1.0,0.001100104916193773,-0.003982419580693478
1287.1287128712872,1.0,0.004462790346533207,-0.00033893796459739684
1297.029702970297,1.0,-0.005174939630308507,0.0007656480428435471
1306.930693069307,1.0,0.0007978487285186494,-0.005644225034731281
1316.8316831683169,1.0,0.002963704542092168,-0.0048579214883593385
1326.7326732673268,1.0,0.001374865022484767,-0.004420706997749909
1336.6336633663366,1.0,-0.0017464084255367981,-0.0026118753729589272
1346.5346534653465,1.0,-0.0030302279255917824,0.0006063132811906366
1356.4356435643565,1.0,0.0020012746326145197,0.004129254726475862
1366.3366336633662,1.0,-0.00563550644454271,-0.0006235664435690937
1376.2376237623762,1.0,-0.005131823056251289,0.004317622171292736
1386.1386138613861,1.0,-0.0011273120883439096,-0.0017011502752549068
1396.039603960396,1.0,-0.0031013577382689316,0.0026354618085264606
1405.9405940594058,1.0,-0.0004884745827508884,0.0048412383429208205
1415.8415841584158,1.0,0.0037892105216580626,0.0035898018438064077
1425.7425742574258,1.0,0.0019149892004122213,-0.005694538327578421
1435.6435643564357,1.0,-0.0017438809226667448,-0.0009811891319645568
1445.5445544554455,1.0,-0.0020872532366556775,0.001870747307000255
1455.4455445544554,1.0,0.0036646933804518984,0.003404494002192545
1465.3465346534654,1.0,-0.0011818361839081833,-0.0009125296543283073
1475.2475247524753,1.0,0.0032817028842379277,-0.003444639595179089
1485.148514851485,1.0,-0.004341449785966499,-0.004297721624754862
1495.049504950495,1.0,0.0018362638665004238,-0.00027164945018423765
1504.950495049505,1.0,-0.004031277889961925,-0.001989509504114139
1514.851485148515,1.0,0.0011293400288704958,0.0015069296129538064
1524.7524752475247,1.0,-0.0058452671539755904,-0.004881267816591861
1534.6534653465346,1.0,-0.004826120697672055,-0.0027436329943697386
1544.5544554455446,1.0,-0.005325977450379732,-0.005414851367672981
1554.4554455445545,1.0,0.005076530159087415,-0.00423659018221813
1564.3564356435643,1.0,0.00163403893565231,0.001453368272885766
1574.2574257425742,1.0,-0.004455661540600872,-0.00034376069997739053
1584.1584158415842,1.0,-0.003552073160111016,1.8645686088803251e-6
1594.0594059405942,1.0,-0.004728294025406586,0.0013136263010459816
1603.960396039604,1.0,-0.003114363818012026,0.0003250131782336274
1613.8613861386139,1.0,-0.0059267162828641135,0.001784764647756668
1623.7623762376238,1.0,0.002446717944801758,-0.0032924329472122484
1633.6633663366338,1.0,0.005697754943736315,0.002556871920155717
1643.5643564356435,1.0,-0.0008356942117193969,0.0016973075044292218
1653.4653465346535,1.0,-0.0003001773455721295,0.002510004712523114
1663.3663366336634,1.0,-0.0023906140697546184,-0.004403215950702011
1673.2673267326732,1.0,0.003224891412646533,0.0017612116729661502
1683.1683168316831,1.0,-0.003181297708414828,0.0010587305645030761
1693.069306930693,1.0,-0.0032058487609074346,0.003171165502981319
1702.970297029703,0.9999999999999999,-0.0012784324259180338,0.0028487376123503853
1712.8712871287128,0.9999999999999999,-0.003798561194282159,-0.0005955999368530071
